#{"t_start": 1708157199.058616, "env_id": "None"}
r,l,t
52.544968,122,6110.882649
48.708603,122,6110.882649
58.989166,122,6110.882649
61.1234,122,6110.882649
40.404774,122,6110.882649
62.104332,122,6187.092685
63.58973,122,6187.092685
65.539246,122,6187.093188
59.073425,122,6187.093188
22.399267,122,6187.093188
59.98853,122,6187.093188
67.689026,122,6283.048816
67.689026,122,6283.048816
67.689026,122,6283.048816
67.689026,122,6283.048816
67.689026,122,6283.048816
67.689026,122,6283.048816
50.88815,122,6359.776178
60.18179,122,6359.776178
44.636326,122,6359.776178
47.120647,122,6359.776178
27.668575,122,6359.776178
54.823837,122,6359.776178
65.750465,122,6439.132149
28.114267,122,6439.132149
62.020626,122,6439.132149
62.767532,122,6439.132149
53.802505,122,6439.132149
62.176826,122,6439.132149
40.8917,122,6515.293884
58.7079,122,6515.293884
55.924297,122,6515.293884
64.51184,122,6515.293884
47.024292,122,6515.293884
50.384247,122,6515.293884
40.45035,122,6594.812105
69.48763,122,6594.812105
63.0296,122,6594.812105
45.25463,122,6594.812105
58.706657,122,6594.812105
41.413006,122,6594.812105
63.64731,122,6687.734573
63.64731,122,6687.734573
63.64731,122,6687.734573
63.64731,122,6687.734573
63.64731,122,6687.734573
63.64731,122,6687.734573
24.276722,122,6766.23254
56.366165,122,6766.23254
65.173386,122,6766.23254
36.519215,122,6766.23254
47.34204,122,6766.23254
36.408016,122,6766.23254
61.262688,122,6841.713312
53.705505,122,6841.713312
60.723198,122,6841.713312
59.74468,122,6841.713312
51.952026,122,6841.713312
49.538834,122,6841.713312
50.58295,122,6919.519294
46.42989,122,6919.519294
62.08038,122,6919.519294
49.43427,122,6919.519294
63.03947,122,6919.519294
43.59386,122,6919.519294
40.647736,122,6995.463899
55.733173,122,6995.463899
46.990364,122,6995.463899
47.14378,122,6995.463899
53.83565,122,6995.463899
57.38516,122,6995.463899
62.56726,122,7091.539674
62.56726,122,7091.539674
62.56726,122,7091.539674
62.56726,122,7091.539674
62.56726,122,7091.539674
62.56726,122,7091.539674
52.404255,122,7167.483557
59.276432,122,7167.483557
53.766926,122,7167.483557
38.4614,122,7167.483557
47.62115,122,7167.483557
45.206284,122,7167.483557
39.493317,122,7246.278398
36.8332,122,7246.278398
61.668793,122,7246.278398
50.8346,122,7246.278398
52.97623,122,7246.278398
54.290176,122,7246.278398
47.34387,122,7322.423771
48.501644,122,7322.423771
57.47996,122,7322.423771
50.899467,122,7322.423771
44.723442,122,7322.423771
45.78541,122,7322.423771
39.63068,122,7401.32455
41.309715,122,7401.32455
60.78057,122,7401.32455
57.210545,122,7401.32455
49.91966,122,7401.32455
41.12392,122,7401.32455
54.412827,122,7494.975694
54.412827,122,7494.975694
54.412827,122,7494.975694
54.412827,122,7494.975694
54.412827,122,7494.975694
54.412827,122,7494.975694
41.19424,122,7573.3929
55.713192,122,7573.3929
31.648691,122,7573.3929
57.48834,122,7573.3929
15.424234,122,7573.3929
52.29934,122,7573.3929
49.337864,122,7647.799758
49.741245,122,7647.799758
24.461548,122,7647.799758
19.49917,122,7647.799758
29.486418,122,7647.799758
65.61075,122,7724.629395
50.40156,122,7724.629395
42.73909,122,7724.629395
64.31829,122,7724.629395
57.383854,122,7724.629395
50.96239,122,7798.220054
61.597546,122,7798.220054
65.98544,122,7798.220054
56.61906,122,7798.220054
52.676434,122,7798.220054
71.63754,122,7893.417234
71.63754,122,7893.417234
71.63754,122,7893.418235
71.63754,122,7893.418235
71.63754,122,7893.418235
71.63754,122,7893.418235
56.63142,122,7969.529509
43.21627,122,7969.529509
25.43875,122,7969.529509
48.166203,122,7969.529509
50.384037,122,7969.529509
56.683804,122,7969.529509
54.64641,122,8048.027536
58.274002,122,8048.027536
41.627945,122,8048.027536
31.905989,122,8048.027536
51.480026,122,8048.027536
55.83292,122,8048.027536
42.67468,122,8123.829672
49.844177,122,8123.829672
28.198353,122,8123.829672
46.124416,122,8123.829672
56.38253,122,8123.829672
48.31289,122,8123.829672
63.76634,122,8201.276482
59.571285,122,8201.276482
43.225063,122,8201.276482
55.170517,122,8201.276482
59.56228,122,8201.276482
59.396797,122,8201.276482
71.84913,122,8292.872818
71.84913,122,8292.872818
71.84913,122,8292.872818
71.84913,122,8292.872818
71.84913,122,8292.872818
71.84913,122,8292.872818
57.45555,122,8370.712947
54.654133,122,8370.712947
51.219837,122,8370.712947
61.764694,122,8370.712947
54.694984,122,8370.712947
33.780975,122,8370.712947
51.1063,122,8445.41996
56.05382,122,8445.41996
40.165787,122,8445.41996
56.11296,122,8445.41996
50.754986,122,8445.41996
62.52501,122,8445.41996
53.04202,122,8522.812675
42.11605,122,8522.812675
51.930992,122,8522.812675
50.49761,122,8522.812675
55.034344,122,8522.812675
50.821785,122,8522.812675
26.806538,122,8595.562031
49.6246,122,8595.562031
60.24375,122,8595.562031
58.94524,122,8595.562031
50.3847,122,8595.562031
76.38618,122,8687.591472
76.38618,122,8687.591472
76.38618,122,8687.591472
76.38618,122,8687.591472
76.38618,122,8687.591472
76.38618,122,8687.591472
61.495865,122,8760.549509
52.26981,122,8760.549509
53.324867,122,8760.549509
59.204502,122,8760.549509
52.644203,122,8760.549509
54.232933,122,8760.549509
49.279552,122,8834.833705
45.74558,122,8834.833705
61.507046,122,8834.833705
57.17665,122,8834.833705
40.827236,122,8834.833705
57.225487,122,8906.847354
38.301857,122,8906.847354
58.49398,122,8906.847354
49.671852,122,8906.847354
49.713238,122,8906.847354
59.704327,122,8980.56039
52.745052,122,8980.56039
45.67852,122,8980.56039
44.433987,122,8980.56039
58.71219,122,8980.56039
77.486946,122,9070.704232
77.486946,122,9070.704232
77.486946,122,9070.704232
77.486946,122,9070.704232
77.486946,122,9070.704232
77.486946,122,9070.704232
55.68052,122,9143.653919
50.03255,122,9143.653919
45.66251,122,9143.653919
61.732243,122,9143.653919
34.03684,122,9210.648905
63.764233,122,9210.648905
63.22501,122,9210.648905
52.894604,122,9278.296534
61.851505,122,9278.296534
61.129612,122,9278.296534
35.81333,436,9317.440444
1176.2426,481,9344.037126
60.467987,122,9353.336217
37.386135,122,9353.336217
47.254562,122,9353.336217
73.65755,122,9442.65791
73.65755,122,9442.65791
73.65755,122,9442.65791
73.65755,122,9442.65791
73.65755,122,9442.65791
73.65755,122,9442.65791
62.117283,122,9517.522542
52.984562,122,9517.522542
57.5086,122,9517.522542
56.07586,122,9517.522542
47.228424,122,9517.522542
54.916042,122,9517.522542
53.22727,122,9590.676371
28.254332,122,9590.676371
40.676125,122,9590.676371
56.99544,122,9590.676371
44.596203,122,9660.12568
62.842712,122,9660.12568
56.010456,122,9660.12568
55.95216,122,9729.659396
47.133278,122,9729.659396
29.563976,122,9729.659396
55.57313,122,9819.212266
55.57313,122,9819.212266
55.57313,122,9819.212266
55.57313,122,9819.212266
55.57313,122,9819.212266
55.57313,122,9819.212266
51.973698,122,9894.851655
60.567657,122,9894.851655
55.489407,122,9894.851655
20.535051,122,9894.851655
46.0623,122,9894.851655
53.669575,122,9966.708103
49.25943,122,9966.708103
59.929928,122,9966.708103
47.81677,122,9966.708103
56.594193,122,9966.708103
51.433334,122,10039.317822
58.276165,122,10039.317822
61.877148,122,10039.317822
55.99748,122,10039.317822
1291.0221,481,10101.885958
53.06715,122,10113.097392
57.49341,122,10113.097392
55.37028,122,10113.097392
66.02681,122,10113.097392
71.11378,122,10204.154617
71.11378,122,10204.154617
71.11378,122,10204.154617
71.11378,122,10204.154617
71.11378,122,10204.154617
71.11378,122,10204.154617
61.82537,122,10277.603928
36.755028,122,10277.603928
32.824295,122,10277.603928
44.820923,122,10277.603928
53.303284,122,10277.603928
62.434013,122,10350.199792
37.155777,122,10350.200792
57.573334,122,10350.200792
46.792336,122,10350.200792
53.148365,122,10420.983036
53.24066,122,10420.983036
45.163937,122,10420.983036
58.34869,122,10420.983036
2312.0095,481,10484.257037
33.116577,122,10495.745109
22.650452,122,10495.745109
50.521675,122,10495.745109
-5.819733,122,10495.746109
62.839718,122,10585.872729
62.839718,122,10585.872729
62.839718,122,10585.872729
62.839718,122,10585.872729
62.839718,122,10585.872729
62.839718,122,10585.872729
35.78497,122,10658.385046
18.459991,122,10658.385046
61.68619,122,10658.385046
30.925417,122,10658.385046
57.619602,122,10729.144194
46.90121,122,10729.144194
56.561905,122,10729.144194
49.61764,122,10729.144194
30.97109,122,10799.983347
57.7723,122,10799.983347
45.188847,122,10799.983347
51.659653,122,10799.983347
1578.7489,481,10864.949953
893.89435,481,10864.949953
48.93972,122,10876.020469
66.248505,122,10876.020469
40.58193,122,10876.020469
31.789476,122,10876.020469
31.45101,122,10966.144429
31.45101,122,10966.144429
31.45101,122,10966.144429
31.45101,122,10966.144429
31.45101,122,10966.144429
31.45101,122,10966.144429
36.039886,122,11038.082024
32.347633,122,11038.082024
-43.451508,122,11038.082024
24.456081,122,11105.356646
46.71155,122,11105.356646
52.7684,122,11105.356646
34.6575,122,11174.489917
43.25316,122,11174.489917
26.482054,122,11174.489917
24.259085,446,11219.180124
1737.5538,481,11242.640511
2764.561,481,11242.640511
63.655334,122,11251.779512
30.66607,122,11251.779512
11.315704,122,11251.779512
65.666176,122,11341.325682
65.666176,122,11341.325682
65.666176,122,11341.325682
65.666176,122,11341.325682
65.666176,122,11341.325682
65.666176,122,11341.325682
42.13338,122,11416.781985
42.89888,122,11416.781985
47.89703,122,11416.781985
61.634903,122,11416.781985
61.371426,122,11416.781985
45.415577,122,11416.781985
52.62071,122,11491.779993
23.726383,122,11491.779993
26.742313,122,11491.779993
45.87283,122,11491.779993
22.680595,122,11491.779993
61.69694,122,11491.779993
32.380466,122,11566.359744
32.10388,122,11566.359744
37.108337,122,11566.359744
54.34459,122,11566.359744
19.329878,122,11566.359744
35.876858,122,11640.465795
34.755234,122,11640.465795
6.9734507,122,11640.465795
33.659794,122,11640.465795
57.02185,122,11640.465795
24.676683,122,11732.343395
24.676683,122,11732.343395
24.676683,122,11732.343395
24.676683,122,11732.343395
24.676683,122,11732.343395
24.676683,122,11732.343395
18.049524,122,11807.856873
23.035524,122,11807.856873
27.979462,122,11807.856873
67.4484,122,11807.856873
45.219227,122,11807.856873
35.027958,122,11807.856873
41.279915,122,11881.786816
54.38296,122,11881.786816
28.983597,122,11881.786816
12.849345,122,11881.786816
49.33309,122,11881.786816
42.73941,122,11954.73434
45.817417,122,11954.73434
42.938114,122,11954.735346
40.12885,122,11954.735346
30.189604,122,11954.735346
20.548786,122,12026.0041
64.4998,122,12026.0041
37.483513,122,12026.0041
64.397705,122,12026.0041
93.441025,122,12116.748148
93.441025,122,12116.748148
93.441025,122,12116.748148
93.441025,122,12116.748148
93.441025,122,12116.748148
93.441025,122,12116.748148
35.310898,122,12192.592109
70.34521,122,12192.592109
31.30333,122,12192.592109
65.032486,122,12192.592109
35.8074,122,12192.592109
61.140778,122,12192.592109
29.972637,122,12268.537323
28.395227,122,12268.537323
37.895805,122,12268.537323
9.739217,122,12268.537323
57.89133,122,12268.537323
41.438797,122,12268.537323
73.66721,122,12344.321126
72.09422,122,12344.321126
73.20971,122,12344.321126
76.75049,122,12344.321126
73.09031,122,12344.321126
24.167465,122,12344.321126
49.434692,122,12418.309859
26.686565,122,12418.309859
69.95665,122,12418.309859
69.4066,122,12418.309859
52.039043,122,12418.309859
90.163216,122,12510.771663
90.163216,122,12510.771663
90.163216,122,12510.771663
90.163216,122,12510.771663
90.163216,122,12510.771663
90.163216,122,12510.771663
66.83829,122,12586.463844
68.81654,122,12586.463844
67.637596,122,12586.463844
25.007198,122,12586.463844
74.39404,122,12586.463844
20.48529,122,12586.463844
52.60543,122,12660.734369
74.598404,122,12660.734369
13.826508,122,12660.734369
69.00522,122,12660.734369
70.072655,122,12660.734369
37.252773,122,12734.599967
71.29904,122,12734.599967
72.354515,122,12734.599967
25.731812,122,12734.599967
63.94102,122,12734.599967
7.8033237,122,12807.970531
54.09591,122,12807.971531
74.90529,122,12807.971531
56.793716,122,12807.971531
14.428626,122,12807.971531
91.86603,122,12899.329981
91.86603,122,12899.329981
91.86603,122,12899.329981
91.86603,122,12899.329981
91.86603,122,12899.329981
91.86603,122,12899.329981
61.21206,122,12975.869001
71.19902,122,12975.869001
56.832867,122,12975.869001
18.834158,122,12975.869001
61.98601,122,12975.869001
75.7103,122,12975.869001
61.82903,122,13050.922095
31.056707,122,13050.922095
39.87988,122,13050.922095
31.51815,122,13050.922095
34.0099,122,13050.923095
75.07408,122,13050.923095
44.345497,122,13125.887486
52.197575,122,13125.887486
51.894917,122,13125.887486
2.4578605,122,13125.887486
28.35793,122,13125.887486
70.815056,122,13197.555059
26.915508,122,13197.555059
71.94368,122,13197.555059
21.257921,122,13197.555059
70.06162,122,13197.555059
92.78383,122,13288.170281
92.78383,122,13288.170281
92.78383,122,13288.170281
92.78383,122,13288.170281
92.78383,122,13288.170281
92.78383,122,13288.170281
20.75286,122,13361.660895
48.284496,122,13361.660895
67.47436,122,13361.660895
67.42762,122,13361.660895
67.706665,122,13361.660895
82.509865,171,13392.477006
74.21566,122,13438.85215
55.45967,122,13438.85215
49.712296,122,13438.85215
71.20201,122,13438.85215
36.076977,122,13438.85215
73.451775,122,13469.19763
72.80251,122,13514.528356
56.785606,122,13514.528356
20.428267,122,13514.528356
69.2313,122,13514.528356
52.365337,122,13514.528356
45.748,122,13545.462085
31.62179,122,13589.748709
36.788105,122,13589.748709
41.296013,122,13589.748709
29.044937,122,13589.748709
78.00602,122,13680.051716
78.00602,122,13680.051716
78.00602,122,13680.051716
78.00602,122,13680.051716
78.00602,122,13680.051716
78.00602,122,13680.051716
32.050667,122,13751.864815
57.375717,122,13751.864815
59.980034,122,13751.864815
67.38412,122,13751.864815
67.88403,122,13823.484134
34.857384,122,13823.484134
32.70185,122,13823.484134
52.879314,122,13823.484134
56.988987,122,13890.054786
55.62722,122,13890.054786
742.24164,481,13952.714171
1110.5015,481,13952.714171
57.86897,122,13961.669715
27.54349,122,13961.669715
89.281265,122,14048.475457
89.281265,122,14048.475457
89.281265,122,14048.475457
89.281265,122,14048.475457
89.281265,122,14048.475457
89.281265,122,14048.475457
19.165823,122,14125.764347
1.7621257,122,14125.764347
53.202755,122,14125.764347
45.521393,122,14125.764347
35.735756,122,14125.764347
46.13365,122,14125.764347
46.28859,122,14198.065556
54.795807,122,14198.065556
30.629843,122,14198.065556
48.18915,122,14198.065556
53.645966,122,14198.065556
33.40684,122,14198.065556
62.322605,122,14274.422942
72.93166,122,14274.422942
20.125832,122,14274.422942
47.280853,122,14274.422942
42.67845,122,14274.422942
56.863316,122,14274.422942
59.93723,122,14346.839972
43.658604,122,14346.839972
49.567303,122,14346.839972
69.78145,122,14346.839972
34.98984,122,14346.839972
34.23342,122,14346.839972
77.631546,122,14440.010774
77.631546,122,14440.010774
77.631546,122,14440.010774
77.631546,122,14440.010774
77.631546,122,14440.010774
77.631546,122,14440.010774
70.32913,122,14512.37505
11.963009,122,14512.37505
55.243076,122,14512.37505
24.871374,122,14512.37505
50.855648,122,14512.37505
42.782124,122,14512.37505
27.418652,122,14588.412871
63.489643,122,14588.412871
10.301855,122,14588.412871
24.076866,122,14588.412871
53.326385,122,14588.412871
55.275127,122,14588.412871
57.5991,122,14658.672239
45.044758,122,14658.672239
43.97981,122,14658.672239
20.519339,122,14727.594241
28.062922,122,14727.594241
27.789648,122,14727.594241
32.31307,122,14816.689025
32.31307,122,14816.689025
32.31307,122,14816.689025
32.31307,122,14816.689025
32.31307,122,14816.689025
32.31307,122,14816.689025
33.59448,122,14893.145282
40.43851,122,14893.145282
52.065655,122,14893.145282
18.2689,122,14893.145282
20.457153,122,14893.145282
40.5758,122,14964.111993
31.120108,122,14964.111993
37.927822,122,14964.111993
62.944065,122,14964.111993
36.504913,122,15036.609585
32.060623,122,15036.609585
42.367973,122,15036.609585
27.185223,122,15036.609585
1508.6991,481,15100.450795
36.874077,122,15110.797195
76.56493,122,15110.797195
69.21971,122,15110.797195
28.598064,122,15110.797195
89.99524,122,15202.032588
89.99524,122,15202.032588
89.99524,122,15202.032588
89.99524,122,15202.032588
89.99524,122,15202.032588
89.99524,122,15202.032588
11.916562,122,15277.484499
33.394653,122,15277.484499
40.92417,122,15277.484499
10.385715,122,15277.484499
6.0542526,122,15277.484499
36.088814,122,15277.484499
13.177168,122,15354.537471
15.305888,122,15354.537471
41.74206,122,15354.537471
70.96679,122,15354.537471
77.825195,122,15354.537471
72.83156,122,15354.537471
23.997946,122,15430.180241
72.98168,122,15430.180241
59.172543,122,15430.180241
51.988068,122,15430.180241
75.72853,122,15430.180241
60.586006,122,15430.180241
72.87727,122,15507.143224
0.12717345,122,15507.143224
25.605486,122,15507.143224
4.5197883,122,15507.143224
13.3278265,122,15507.143224
77.68491,122,15507.143224
